tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets
2017-1068,Nurnberg,Clay,32,I,20170522,272,201478,,,Varvara Lepchenko,L,180.0,USA,31.00342231,68.0,865.0,201516,,,Evgeniya Rodina,R,170.0,RUS,28.29295003,78.0,783.0,6-2 6-2,3,R32,69.0,1.0,0.0,50.0,36.0,21.0,9.0,8.0,6.0,8.0,0.0,5.0,54.0,39.0,16.0,5.0,8.0,2.0,8.0,2
2017-1068,Nurnberg,Clay,32,I,20170522,271,201518,,,Yanina Wickmayer,R,182.0,BEL,27.58658453,71.0,828.0,201670,,Q,Amra Sadikovic,R,,SUI,28.04380561,216.0,241.0,7-6(15) 6-7(4) 6-2,3,R32,152.0,4.0,3.0,119.0,87.0,68.0,17.0,16.0,4.0,4.0,7.0,7.0,114.0,72.0,54.0,23.0,16.0,5.0,7.0,3
2017-1068,Nurnberg,Clay,32,I,20170522,270,201709,2.0,,Yulia Putintseva,R,163.0,KAZ,22.37097878,28.0,1545.0,202498,,LL,Julia Glushko,R,,ISR,27.38672142,236.0,219.0,6-4 5-7 6-0,3,R32,123.0,1.0,0.0,71.0,44.0,23.0,14.0,14.0,1.0,7.0,0.0,3.0,84.0,63.0,31.0,7.0,14.0,4.0,13.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,300,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.14442163,24.0,1695.0,201611,7.0,,Daria Gavrilova,R,166.0,AUS,23.21423682,25.0,1630.0,5-7 6-4 6-3,3,F,165.0,1.0,6.0,108.0,62.0,41.0,25.0,16.0,8.0,12.0,4.0,9.0,94.0,58.0,40.0,14.0,15.0,3.0,8.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,299,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.14442163,24.0,1695.0,201397,8.0,,Shuai Peng,R,173.0,CHN,31.36755647,39.0,1305.0,7-6(0) 6-4,3,SF,115.0,2.0,1.0,78.0,46.0,30.0,18.0,11.0,4.0,7.0,2.0,6.0,71.0,44.0,23.0,14.0,11.0,2.0,6.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,298,201611,7.0,,Daria Gavrilova,R,166.0,AUS,23.21423682,25.0,1630.0,201614,5.0,,Caroline Garcia,R,177.0,FRA,23.59753593,29.0,1540.0,6-4 6-2,3,SF,76.0,4.0,0.0,44.0,29.0,24.0,13.0,9.0,0.0,0.0,1.0,2.0,61.0,40.0,21.0,11.0,9.0,4.0,7.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,297,201397,8.0,,Shuai Peng,R,173.0,CHN,31.36755647,39.0,1305.0,201603,,,Shelby Rogers,R,175.0,USA,24.60506502,55.0,1089.0,6-0 6-4,3,QF,74.0,2.0,1.0,40.0,24.0,17.0,10.0,8.0,0.0,2.0,3.0,3.0,61.0,39.0,19.0,7.0,8.0,9.0,15.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,296,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.14442163,24.0,1695.0,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.71457906,22.0,1770.0,7-6(5) 6-4,3,QF,107.0,9.0,6.0,69.0,41.0,36.0,11.0,11.0,3.0,5.0,1.0,1.0,82.0,58.0,33.0,14.0,11.0,8.0,11.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,295,201614,5.0,,Caroline Garcia,R,177.0,FRA,23.59753593,29.0,1540.0,201697,,,Kristyna Pliskova,L,184.0,CZE,25.16906229,48.0,1134.0,7-6(3) 6-2,3,QF,93.0,7.0,5.0,64.0,44.0,31.0,7.0,10.0,5.0,8.0,13.0,9.0,90.0,51.0,32.0,10.0,10.0,8.0,13.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,294,201611,7.0,,Daria Gavrilova,R,166.0,AUS,23.21423682,25.0,1630.0,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.07597536,84.0,719.0,6-4 6-7(3) 7-6(5),3,QF,164.0,2.0,6.0,119.0,80.0,47.0,15.0,17.0,6.0,13.0,4.0,3.0,111.0,59.0,37.0,22.0,17.0,6.0,14.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,293,201603,,,Shelby Rogers,R,175.0,USA,24.60506502,55.0,1089.0,202492,,,Qiang Wang,R,172.0,CHN,25.35249829,50.0,1120.0,6-4 6-4,3,R16,83.0,0.0,0.0,63.0,40.0,25.0,18.0,10.0,2.0,3.0,7.0,2.0,54.0,27.0,22.0,14.0,10.0,1.0,4.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,292,201397,8.0,,Shuai Peng,R,173.0,CHN,31.36755647,39.0,1305.0,203281,,WC,Amandine Hesse,R,,FRA,24.344969199999998,223.0,232.0,7-5 6-2,3,R16,105.0,1.0,1.0,81.0,52.0,35.0,13.0,10.0,5.0,7.0,4.0,2.0,74.0,34.0,23.0,14.0,10.0,7.0,12.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,291,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.71457906,22.0,1770.0,201539,,,Christina Mchale,R,170.0,USA,25.0294319,60.0,1055.0,6-4 6-1,3,R16,87.0,2.0,0.0,59.0,36.0,20.0,13.0,9.0,3.0,6.0,0.0,1.0,58.0,32.0,16.0,10.0,8.0,5.0,11.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,290,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.14442163,24.0,1695.0,201483,,Q,Madison Brengle,R,168.0,USA,27.13483915,82.0,735.0,6-0 6-1,3,R16,49.0,4.0,1.0,40.0,27.0,23.0,7.0,7.0,1.0,1.0,0.0,2.0,34.0,29.0,11.0,0.0,6.0,2.0,7.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,289,201697,,,Kristyna Pliskova,L,184.0,CZE,25.16906229,48.0,1134.0,201620,9.0,,Monica Puig,R,170.0,PUR,23.6495551,41.0,1225.0,6-2 6-3,3,R16,76.0,13.0,4.0,69.0,39.0,33.0,15.0,9.0,7.0,7.0,3.0,6.0,56.0,35.0,22.0,9.0,8.0,5.0,8.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,288,201614,5.0,,Caroline Garcia,R,177.0,FRA,23.59753593,29.0,1540.0,202663,,,Magda Linette,R,171.0,POL,25.27310062,97.0,621.0,6-3 6-3,3,R16,83.0,6.0,2.0,55.0,33.0,26.0,11.0,9.0,4.0,5.0,3.0,1.0,63.0,51.0,29.0,5.0,9.0,7.0,11.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,287,201611,7.0,,Daria Gavrilova,R,166.0,AUS,23.21423682,25.0,1630.0,206404,,Q,Elizaveta Kulichkova,R,,RUS,21.10882957,192.0,282.0,6-3 6-7(5) 6-4,3,R16,136.0,4.0,3.0,100.0,68.0,43.0,15.0,16.0,8.0,13.0,1.0,9.0,92.0,46.0,28.0,21.0,15.0,7.0,14.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,286,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.07597536,84.0,719.0,202429,,Q,Camila Giorgi,R,168.0,ITA,25.39356605,99.0,600.0,6-3 6-0,3,R16,62.0,2.0,3.0,58.0,35.0,25.0,13.0,8.0,2.0,2.0,0.0,5.0,42.0,28.0,16.0,4.0,7.0,1.0,5.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,285,201603,,,Shelby Rogers,R,175.0,USA,24.60506502,55.0,1089.0,201496,1.0,,Caroline Wozniacki,R,177.0,DEN,26.86379192,12.0,3915.0,7-6(8) 1-0 RET,3,R32,77.0,2.0,4.0,54.0,30.0,19.0,9.0,7.0,3.0,7.0,1.0,3.0,43.0,25.0,14.0,3.0,6.0,1.0,5.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,284,202492,,,Qiang Wang,R,172.0,CHN,25.35249829,50.0,1120.0,203552,,,Risa Ozaki,R,162.0,JPN,23.1156742,72.0,826.0,6-4 3-6 6-3,3,R32,134.0,3.0,3.0,81.0,56.0,34.0,13.0,14.0,2.0,8.0,0.0,2.0,110.0,86.0,46.0,10.0,14.0,8.0,15.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,283,203281,,WC,Amandine Hesse,R,,FRA,24.344969199999998,223.0,232.0,212001,,,Natalia Vikhlyantseva,U,185.0,RUS,20.26009582,73.0,804.0,6-4 6-4,3,R32,100.0,1.0,4.0,62.0,38.0,21.0,16.0,10.0,0.0,2.0,3.0,8.0,91.0,44.0,30.0,17.0,10.0,7.0,11.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,282,201397,8.0,,Shuai Peng,R,173.0,CHN,31.36755647,39.0,1305.0,201427,,WC,Alize Cornet,R,173.0,FRA,27.32922656,43.0,1222.0,3-6 7-5 6-1,3,R32,135.0,1.0,4.0,83.0,48.0,34.0,19.0,14.0,4.0,7.0,2.0,6.0,99.0,67.0,43.0,11.0,14.0,8.0,13.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,281,201521,4.0,,Carla Suarez Navarro,R,162.0,ESP,28.71457906,22.0,1770.0,211768,,,Naomi Osaka,R,180.0,JPN,19.59753593,54.0,1105.0,6-3 6-2,3,R32,75.0,0.0,2.0,56.0,37.0,24.0,11.0,8.0,7.0,8.0,0.0,1.0,57.0,36.0,20.0,9.0,9.0,7.0,12.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,280,201539,,,Christina Mchale,R,170.0,USA,25.0294319,60.0,1055.0,201492,,,Andrea Petkovic,R,180.0,GER,29.70020534,77.0,785.0,0-6 6-3 6-1,3,R32,112.0,2.0,2.0,77.0,55.0,26.0,11.0,11.0,8.0,14.0,0.0,4.0,72.0,45.0,19.0,12.0,11.0,3.0,10.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,279,201483,,Q,Madison Brengle,R,168.0,USA,27.13483915,82.0,735.0,201426,,,Pauline Parmentier,R,175.0,FRA,31.3045859,79.0,782.0,6-1 4-6 7-6(4),3,R32,142.0,0.0,1.0,114.0,95.0,57.0,7.0,15.0,9.0,14.0,3.0,4.0,102.0,64.0,40.0,13.0,14.0,4.0,10.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,278,201325,6.0,,Samantha Stosur,R,172.0,AUS,33.14442163,24.0,1695.0,202504,,,Ying Ying Duan,R,186.0,CHN,27.96714579,65.0,960.0,6-0 6-1,3,R32,50.0,3.0,2.0,29.0,19.0,16.0,4.0,6.0,0.0,1.0,0.0,6.0,45.0,27.0,7.0,6.0,7.0,8.0,15.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,277,201620,9.0,,Monica Puig,R,170.0,PUR,23.6495551,41.0,1225.0,202426,,Q,Julia Boserup,R,,USA,25.70020534,86.0,698.0,6-1 6-0,3,R32,46.0,8.0,4.0,36.0,19.0,16.0,12.0,7.0,0.0,0.0,2.0,2.0,33.0,22.0,9.0,1.0,6.0,1.0,6.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,276,201697,,,Kristyna Pliskova,L,184.0,CZE,25.16906229,48.0,1134.0,203530,,,Viktorija Golubic,R,169.0,SUI,24.59685147,63.0,1003.0,6-2 4-6 7-5,3,R32,128.0,8.0,3.0,89.0,46.0,30.0,29.0,15.0,3.0,6.0,1.0,6.0,107.0,70.0,43.0,15.0,15.0,5.0,10.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,275,202663,,,Magda Linette,R,171.0,POL,25.27310062,97.0,621.0,214304,,Q,Vera Lapko,R,,BLR,18.64476386,252.0,202.0,6-4 3-6 6-2,3,R32,116.0,2.0,2.0,79.0,62.0,44.0,6.0,13.0,1.0,4.0,4.0,8.0,89.0,51.0,33.0,16.0,14.0,3.0,8.0,3
2017-0406,Strasbourg,Clay,32,I,20170522,274,201614,5.0,,Caroline Garcia,R,177.0,FRA,23.59753593,29.0,1540.0,206108,,,Jennifer Brady,R,178.0,USA,22.11088296,87.0,692.0,6-3 6-4,3,R32,83.0,1.0,4.0,67.0,38.0,28.0,13.0,10.0,2.0,4.0,1.0,4.0,50.0,26.0,17.0,10.0,9.0,2.0,6.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,273,201611,7.0,,Daria Gavrilova,R,166.0,AUS,23.21423682,25.0,1630.0,211635,,,Louisa Chirico,R,,USA,21.01574264,127.0,424.0,6-2 6-3,3,R32,65.0,1.0,4.0,42.0,24.0,16.0,8.0,8.0,2.0,5.0,0.0,2.0,60.0,40.0,17.0,8.0,9.0,4.0,11.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,272,206404,,Q,Elizaveta Kulichkova,R,,RUS,21.10882957,192.0,282.0,201605,,,Mandy Minella,R,180.0,LUX,31.49623546,69.0,849.0,6-1 6-4,3,R32,73.0,2.0,6.0,52.0,22.0,15.0,15.0,8.0,2.0,4.0,1.0,2.0,60.0,36.0,20.0,6.0,9.0,8.0,14.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,271,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.07597536,84.0,719.0,201666,,LL,Cagla Buyukakcay,R,,TUR,27.64681725,156.0,342.0,6-0 6-1,3,R32,48.0,3.0,1.0,36.0,22.0,21.0,8.0,7.0,1.0,1.0,0.0,2.0,32.0,21.0,6.0,3.0,6.0,3.0,8.0,2
2017-0406,Strasbourg,Clay,32,I,20170522,270,202429,,Q,Camila Giorgi,R,168.0,ITA,25.39356605,99.0,600.0,201455,2.0,,Elena Vesnina,R,176.0,RUS,30.80629706,15.0,2816.0,1-6 6-1 6-1,3,R32,85.0,2.0,3.0,55.0,31.0,20.0,11.0,11.0,1.0,5.0,2.0,4.0,68.0,42.0,19.0,11.0,10.0,5.0,11.0,3
2017-520,Roland Garros,Clay,128,G,20170529,100,201505,,,Ekaterina Makarova,L,178.0,RUS,28.97467488,40.0,1265.0,201493,1.0,,Angelique Kerber,L,173.0,GER,29.36071184,1.0,7035.0,6-2 6-2,3,R128,82.0,3.0,2.0,70.0,51.0,31.0,9.0,0.0,14.0,16.0,0.0,4.0,57.0,35.0,17.0,8.0,0.0,8.0,14.0,2
2017-520,Roland Garros,Clay,128,G,20170529,101,201615,,,Lesia Tsurenko,R,174.0,UKR,27.99726215,42.0,1223.0,203462,,,Kateryna Kozlova,R,170.0,UKR,23.26899384,140.0,401.0,6-4 6-0,3,R128,84.0,0.0,3.0,48.0,31.0,21.0,9.0,0.0,0.0,2.0,1.0,1.0,65.0,47.0,21.0,6.0,0.0,10.0,16.0,2
2017-520,Roland Garros,Clay,128,G,20170529,102,211533,,,Jelena Ostapenko,R,177.0,LAT,19.97262149,47.0,1165.0,211635,,,Louisa Chirico,R,,USA,21.0349076,128.0,424.0,4-6 6-3 6-2,3,R128,114.0,4.0,5.0,88.0,40.0,29.0,19.0,0.0,4.0,9.0,1.0,6.0,102.0,64.0,33.0,14.0,0.0,8.0,16.0,3
2017-520,Roland Garros,Clay,128,G,20170529,103,201620,,,Monica Puig,R,170.0,PUR,23.66872005,41.0,1225.0,201311,31.0,,Roberta Vinci,R,163.0,ITA,34.275154,33.0,1490.0,6-3 3-6 6-2,3,R128,110.0,4.0,3.0,77.0,44.0,31.0,19.0,0.0,3.0,5.0,5.0,4.0,86.0,49.0,31.0,21.0,0.0,4.0,8.0,3
2017-520,Roland Garros,Clay,128,G,20170529,104,201325,23.0,,Samantha Stosur,R,172.0,AUS,33.16358658,22.0,1945.0,201568,,,Kristina Kucova,R,163.0,SVK,27.01711157,95.0,640.0,7-5 6-1,3,R128,79.0,5.0,1.0,65.0,38.0,27.0,16.0,0.0,5.0,7.0,1.0,3.0,59.0,42.0,22.0,5.0,0.0,4.0,9.0,2
2017-520,Roland Garros,Clay,128,G,20170529,105,201465,,,Kirsten Flipkens,R,165.0,BEL,31.38124572,87.0,705.0,201605,,,Mandy Minella,R,180.0,LUX,31.51540041,70.0,849.0,6-3 6-3,3,R128,93.0,7.0,1.0,70.0,45.0,30.0,11.0,0.0,5.0,7.0,1.0,1.0,77.0,43.0,24.0,14.0,0.0,11.0,16.0,2
2017-520,Roland Garros,Clay,128,G,20170529,106,201318,,,Bethanie Mattek Sands,R,168.0,USA,32.183436,117.0,455.0,201516,,,Evgeniya Rodina,R,170.0,RUS,28.31211499,80.0,783.0,7-5 6-2,3,R128,82.0,3.0,1.0,62.0,27.0,14.0,21.0,0.0,5.0,9.0,0.0,7.0,62.0,41.0,18.0,7.0,0.0,7.0,14.0,2
2017-520,Roland Garros,Clay,128,G,20170529,107,201520,15.0,,Petra Kvitova,L,183.0,CZE,27.22518823,16.0,2780.0,202426,,,Julia Boserup,R,,USA,25.71937029,85.0,708.0,6-3 6-2,3,R128,74.0,9.0,5.0,56.0,37.0,29.0,12.0,0.0,3.0,3.0,0.0,3.0,52.0,31.0,19.0,8.0,0.0,3.0,6.0,2
2017-520,Roland Garros,Clay,128,G,20170529,108,201496,11.0,,Caroline Wozniacki,R,177.0,DEN,26.88295688,12.0,3915.0,215096,,,Jaimee Fourlis,U,,AUS,17.69746749,337.0,126.0,6-4 3-6 6-2,3,R128,134.0,0.0,2.0,88.0,52.0,33.0,20.0,0.0,8.0,11.0,1.0,3.0,88.0,55.0,34.0,16.0,0.0,7.0,12.0,3
2017-520,Roland Garros,Clay,128,G,20170529,109,211796,,,Francoise Abanda,R,178.0,CAN,20.30937714,195.0,282.0,214219,,,Tessah Andrianjafitrimo,R,169.0,FRA,18.63107461,269.0,183.0,6-3 6-4,3,R128,88.0,3.0,1.0,66.0,48.0,32.0,10.0,0.0,5.0,7.0,0.0,0.0,59.0,30.0,16.0,15.0,0.0,4.0,8.0,2
2017-520,Roland Garros,Clay,128,G,20170529,110,214263,,,Catherine Cartan Bellis,R,170.0,USA,18.14099932,48.0,1157.0,206045,,,Quirine Lemoine,L,,NED,25.42642026,162.0,334.0,6-3 3-6 6-1,3,R128,89.0,5.0,4.0,86.0,52.0,42.0,12.0,0.0,5.0,7.0,0.0,4.0,79.0,54.0,34.0,11.0,0.0,4.0,8.0,3
2017-520,Roland Garros,Clay,128,G,20170529,111,202428,18.0,,Kiki Bertens,R,182.0,NED,25.46748802,18.0,2395.0,201548,,,Ajla Tomljanovic,R,,CRO,24.06023272,311.0,144.0,4-6 6-1 6-1,3,R128,91.0,11.0,7.0,72.0,38.0,32.0,17.0,0.0,1.0,2.0,1.0,6.0,75.0,44.0,25.0,15.0,0.0,3.0,8.0,3
2017-520,Roland Garros,Clay,128,G,20170529,112,201533,32.0,,Shuai Zhang,R,177.0,CHN,28.350444899999996,34.0,1490.0,202499,,,Donna Vekic,R,179.0,CRO,20.91718001,75.0,800.0,7-5 6-4,3,R128,116.0,2.0,3.0,82.0,55.0,33.0,12.0,0.0,9.0,13.0,1.0,10.0,93.0,55.0,30.0,15.0,0.0,15.0,21.0,2
2017-520,Roland Garros,Clay,128,G,20170529,113,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,23.18685832,98.0,626.0,203530,,,Viktorija Golubic,R,169.0,SUI,24.61601643,65.0,1003.0,4-6 7-5 6-3,3,R128,144.0,4.0,6.0,95.0,65.0,36.0,11.0,0.0,9.0,16.0,2.0,8.0,110.0,69.0,38.0,16.0,0.0,10.0,19.0,3
2017-520,Roland Garros,Clay,128,G,20170529,114,206219,,,Oceane Dodin,R,183.0,FRA,20.59411362,56.0,1092.0,202429,,,Camila Giorgi,R,168.0,ITA,25.41273101,93.0,647.0,6-2 6-3,3,R128,65.0,9.0,7.0,67.0,37.0,28.0,12.0,0.0,10.0,11.0,2.0,6.0,43.0,21.0,9.0,11.0,0.0,0.0,5.0,2
2017-520,Roland Garros,Clay,128,G,20170529,115,201320,8.0,,Svetlana Kuznetsova,R,174.0,RUS,31.92060233,9.0,4310.0,201539,,,Christina Mchale,R,170.0,USA,25.04859685,61.0,1055.0,7-5 6-4,3,R128,125.0,4.0,4.0,80.0,61.0,36.0,8.0,0.0,7.0,11.0,0.0,4.0,85.0,49.0,25.0,18.0,0.0,8.0,14.0,2
2017-520,Roland Garros,Clay,128,G,20170529,116,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.638603699999997,5.0,4636.0,201212,,,Francesca Schiavone,R,166.0,ITA,36.93086927,78.0,790.0,6-2 6-4,3,R128,93.0,2.0,1.0,57.0,39.0,24.0,13.0,0.0,3.0,5.0,1.0,4.0,52.0,29.0,13.0,9.0,0.0,6.0,11.0,2
2017-520,Roland Garros,Clay,128,G,20170529,117,204426,,,Anett Kontaveit,R,174.0,EST,21.42915811,53.0,1110.0,201512,,,Monica Niculescu,R,168.0,ROU,29.67556468,54.0,1110.0,7-5 6-1,3,R128,81.0,5.0,3.0,64.0,41.0,30.0,13.0,0.0,4.0,5.0,0.0,3.0,62.0,51.0,25.0,5.0,0.0,4.0,8.0,2
2017-520,Roland Garros,Clay,128,G,20170529,118,201596,,,Johanna Larsson,R,174.0,SWE,28.78028747,59.0,1080.0,212001,,,Natalia Vikhlyantseva,U,185.0,RUS,20.27926078,74.0,804.0,6-4 6-4,3,R128,90.0,2.0,4.0,72.0,50.0,34.0,11.0,0.0,7.0,9.0,2.0,4.0,72.0,49.0,28.0,11.0,0.0,9.0,13.0,2
2017-520,Roland Garros,Clay,128,G,20170529,119,201709,27.0,,Yulia Putintseva,R,163.0,KAZ,22.39014374,29.0,1550.0,202707,,,Myrtille Georges,R,,FRA,26.436687199999998,204.0,272.0,6-3 6-0,3,R128,73.0,1.0,4.0,56.0,36.0,23.0,12.0,0.0,5.0,6.0,0.0,5.0,44.0,23.0,15.0,3.0,0.0,1.0,6.0,2
2017-520,Roland Garros,Clay,128,G,20170529,120,201666,,,Cagla Buyukakcay,R,,TUR,27.6659822,155.0,353.0,200002,22.0,,Mirjana Lucic,R,181.0,CRO,35.22245038,25.0,1746.0,6-3 6-3,3,R128,71.0,1.0,2.0,51.0,36.0,28.0,9.0,0.0,0.0,0.0,2.0,8.0,58.0,33.0,22.0,10.0,0.0,2.0,5.0,2
2017-520,Roland Garros,Clay,128,G,20170529,121,201603,,,Shelby Rogers,R,175.0,USA,24.62422998,49.0,1148.0,201523,,,Marina Erakovic,R,174.0,NZL,29.229295,144.0,389.0,7-6(4) 6-4,3,R128,93.0,4.0,1.0,65.0,43.0,35.0,13.0,0.0,3.0,4.0,3.0,3.0,64.0,41.0,29.0,13.0,0.0,1.0,3.0,2
2017-520,Roland Garros,Clay,128,G,20170529,122,201506,,,Sara Errani,R,164.0,ITA,30.08350445,91.0,672.0,201595,,,Misaki Doi,L,159.0,JPN,26.08350445,58.0,1080.0,7-6(7) 6-1,3,R128,104.0,0.0,1.0,68.0,54.0,30.0,6.0,0.0,6.0,10.0,0.0,3.0,68.0,36.0,17.0,11.0,0.0,3.0,10.0,2
2017-520,Roland Garros,Clay,128,G,20170529,123,201540,13.0,,Kristina Mladenovic,R,184.0,FRA,24.04106776,14.0,2915.0,206108,,,Jennifer Brady,R,178.0,USA,22.13004791,88.0,692.0,3-6 6-3 9-7,3,R128,179.0,3.0,7.0,117.0,69.0,45.0,23.0,0.0,5.0,10.0,8.0,6.0,121.0,61.0,44.0,22.0,0.0,5.0,11.0,3
2017-520,Roland Garros,Clay,128,G,20170529,124,200748,10.0,,Venus Williams,R,185.0,USA,36.94729637,11.0,3941.0,202492,,,Qiang Wang,R,172.0,CHN,25.37166324,52.0,1120.0,6-4 7-6(3),3,R128,101.0,4.0,9.0,87.0,54.0,41.0,12.0,0.0,7.0,9.0,2.0,1.0,77.0,41.0,23.0,21.0,0.0,6.0,9.0,2
2017-520,Roland Garros,Clay,128,G,20170529,125,201597,,,Kurumi Nara,R,171.0,JPN,25.41273101,90.0,672.0,216153,,,Amanda Anisimova,R,,USA,15.74264203,267.0,183.0,3-6 7-5 6-4,3,R128,152.0,1.0,2.0,116.0,74.0,46.0,14.0,0.0,13.0,20.0,4.0,2.0,118.0,73.0,44.0,16.0,0.0,14.0,21.0,3
2017-520,Roland Garros,Clay,128,G,20170529,126,202480,,,Richel Hogenkamp,R,,NED,25.11704312,105.0,551.0,201347,,,Jelena Jankovic,R,177.0,SRB,32.24640657,63.0,1025.0,6-2 7-5,3,R128,71.0,4.0,3.0,54.0,34.0,28.0,11.0,0.0,0.0,1.0,5.0,3.0,63.0,35.0,21.0,15.0,0.0,3.0,7.0,2
2017-520,Roland Garros,Clay,128,G,20170529,127,210722,,,Elise Mertens,U,179.0,BEL,21.53045859,60.0,1066.0,201611,24.0,,Daria Gavrilova,R,166.0,AUS,23.23340178,24.0,1755.0,7-6(4) 1-6 6-4,3,R128,137.0,4.0,5.0,100.0,60.0,34.0,19.0,0.0,6.0,13.0,1.0,1.0,87.0,55.0,33.0,16.0,0.0,4.0,10.0,3
2017-520,Roland Garros,Clay,128,G,20170529,128,201490,30.0,,Timea Bacsinszky,R,170.0,SUI,27.97262149,31.0,1523.0,204427,,,Sara Sorribes Tormo,R,176.0,ESP,20.63791923,84.0,735.0,6-1 6-2,3,R128,82.0,0.0,2.0,61.0,36.0,22.0,13.0,0.0,7.0,9.0,0.0,10.0,44.0,25.0,10.0,4.0,0.0,1.0,7.0,2
2017-520,Roland Garros,Clay,128,G,20170529,129,201483,,,Madison Brengle,R,168.0,USA,27.15400411,82.0,758.0,201504,,,Julia Goerges,R,180.0,GER,28.56947296,51.0,1130.0,1-6 6-3 13-11,3,R128,168.0,0.0,2.0,120.0,99.0,53.0,9.0,0.0,4.0,13.0,6.0,6.0,125.0,71.0,54.0,15.0,0.0,10.0,19.0,3
2017-520,Roland Garros,Clay,128,G,20170529,130,202460,,,Ons Jabeur,R,167.0,TUN,22.75154004,114.0,459.0,202536,,,Ana Bogdan,R,,ROU,24.5065024,106.0,539.0,6-3 6-4,3,R128,83.0,5.0,3.0,70.0,35.0,23.0,20.0,0.0,5.0,7.0,0.0,3.0,73.0,50.0,28.0,10.0,0.0,10.0,14.0,2
2017-520,Roland Garros,Clay,128,G,20170529,131,201495,6.0,,Dominika Cibulkova,R,161.0,SVK,28.06297057,7.0,4480.0,202418,,,Lara Arruabarrena,R,166.0,ESP,25.19096509,62.0,1053.0,6-2 6-1,3,R128,83.0,0.0,4.0,66.0,39.0,31.0,11.0,0.0,3.0,3.0,0.0,3.0,45.0,22.0,15.0,5.0,0.0,2.0,6.0,2
2017-520,Roland Garros,Clay,128,G,20170529,132,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.71047228,6.0,4575.0,201468,,,Yaroslava Shvedova,R,180.0,KAZ,29.71115674,45.0,1172.0,6-4 6-3,3,R128,77.0,2.0,2.0,68.0,37.0,26.0,18.0,0.0,5.0,6.0,0.0,0.0,52.0,40.0,22.0,7.0,0.0,0.0,3.0,2
2017-520,Roland Garros,Clay,128,G,20170529,133,201450,,,Tsvetana Pironkova,R,180.0,BUL,29.70841889,77.0,792.0,201621,,,Mona Barthel,R,185.0,GER,26.88295688,50.0,1139.0,6-0 6-4,3,R128,72.0,1.0,2.0,57.0,37.0,29.0,7.0,0.0,5.0,6.0,1.0,2.0,56.0,38.0,20.0,7.0,0.0,3.0,8.0,2
